	adult	director	genre_ids	lead actors	movie_id	overview	popularity	poster_path	release_date	title	video	vote_average	vote_count
283	False	Joel Coen	[80, 18, 53]	[Tommy Lee Jones, Javier Bardem, Josh Brolin]	6977	Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.	5.339652	/nBaqryObPuxmuAndWUjDE5rriTd.jpg	2007-11-08	No Country for Old Men	False	7.7	2202
284	False	Greg Mottola	[28, 35]	[Zach Galifianakis, Isla Fisher, Jon Hamm]	331313	An ordinary suburban couple finds it’s not easy keeping up with the Joneses – their impossibly gorgeous and ultra-sophisticated new neighbors – especially when they discover that Mr. and Mrs. “Jones” are covert operatives.	5.326973	/ekg8qeNidEQ1ylHeahLtsTLPe2k.jpg	2016-10-20	Keeping Up with the Joneses	False	5.9	368
285	False	Greg Mottola	[35, 10749]	[Reina Visa, Kanta Sato, Takanori Jinnai]	416252		5.326672	/kqSSKIV6hMIMLbU5LkRKJQNQUza.jpg	2016-11-25	Mischievous Kiss The Movie: High School	False	1.0	1
286	False	Louis Leterrier	[53, 80]	[Jesse Eisenberg, Mark Ruffalo, Woody Harrelson]	75656	An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.	5.323973	/A06e9YJ5ry3WXEIFIAD1mKBxcuZ.jpg	2013-05-29	Now You See Me	False	7.3	4092
287	False	Travis Knight	[16, 12, 10751]	[Art Parkinson, Charlize Theron, Rooney Mara]	313297	Kubo mesmerizes the people in his village with his magical gift for spinning wild tales with origami. When he accidentally summons an evil spirit seeking vengeance, Kubo is forced to go on a quest to solve the mystery of his fallen samurai father and his mystical weaponry, as well as discover his own magical powers.	5.31851	/3Kr9CIIMcXTPlm6cdZ9y3QTe4Y7.jpg	2016-08-18	Kubo and the Two Strings	False	7.6	575
288	False	Gary Shore	[27, 28, 18, 14, 10752]	[Luke Evans, Sarah Gadon, Dominic Cooper]	49017	Vlad Tepes is a great hero, but when he learns the Sultan is preparing for battle and needs to form an army of 1,000 boys, including Vlad's son, he vows to find a way to protect his family. Vlad turns to dark forces in order to get the power to destroy his enemies and agrees to go from hero to monster as he's turned into the mythological vampire Dracula.	5.314824	/4oy4e0DP6LRwRszfx8NY8EYBj8V.jpg	2014-10-01	Dracula Untold	False	6.1	1970
289	False	Adam Wingard	[9648, 53, 28]	[Dan Stevens, Maika Monroe, Sheila Kelley]	241848	A soldier introduces himself to the Peterson family, claiming to be a friend of their son who died in action. After the young man is welcomed into their home, a series of accidental deaths seem to be connected to his presence.	5.314359	/xxSuU7Q9ZmPjw9TNQ1WzmHVAxBI.jpg	2014-09-17	The Guest	False	6.6	524
290	False	Catherine Hardwicke	[12, 14, 18, 10749]	[Kristen Stewart, Robert Pattinson, Billy Burke]	8966	When Bella Swan moves to a small town in the Pacific Northwest to live with her father, she starts school and meets the reclusive Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't help but fall in love with him, a fatal move that endangers her own life when a coven of bloodsuckers try to challenge the Cullen clan.	5.309703	/nlvPMLCdum7bkHKmDSMnNLGztmW.jpg	2008-11-20	Twilight	False	5.7	2478
291	False	Neil Burger	[12, 28, 878]	[Shailene Woodley, Theo James, Kate Winslet]	157350	In a world divided into factions based on personality types, Tris learns that she's been classified as Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.	5.309295	/yTtx2ciqk4XdN1oKhMMDy3f5ue3.jpg	2014-03-14	Divergent	False	6.9	3616
292	False	Jim Jarmusch	[35, 18, 10749]	[Adam Driver, Golshifteh Farahani, Barry Shabaka Henley]	370755	Set in the present in Paterson, New Jersey, this is a tale about a bus driver and poet.	5.305584	/4mArxZ74xa07yvCkut5cOgdew3S.jpg	2016-11-17	Paterson	False	7.2	150
293	False	Michael Apted	[12, 28, 53]	[Pierce Brosnan, Sophie Marceau, Robert Carlyle]	36643	Greed, revenge, world dominance and high-tech terrorism – it's all in a day's work for Bond, who's on a mission to a protect beautiful oil heiress from a notorious terrorist. In a race against time that culminates in a dramatic submarine showdown, Bond works to defuse the international power struggle that has the world's oil supply hanging in the balance.	5.304285	/aPfALBxfgx2tsbTwRMR1MbNHSvn.jpg	1999-11-08	The World Is Not Enough	False	6.0	707
294	False	Judd Apatow	[35]	[Amy Schumer, Bill Hader, Brie Larson]	271718	Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.	5.302289	/2USk7mhiCXRkU9NzttXCzOjg2iV.jpg	2015-07-17	Trainwreck	False	5.9	996
295	False	Evan Goldberg	[28, 35]	[James Franco, Seth Rogen, Lizzy Caplan]	228967	"Dave Skylark and his producer Aaron Rapoport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Kim Jong-un, they are recruited by the CIA to turn their trip to Pyongyang into an assassination mission."	5.295294	/2uWb0aSm5cFmRCHP95OdA6hvTEs.jpg	2014-12-25	The Interview	False	6.1	1946
296	False	James Gray	[12, 18, 36]	[Charlie Hunnam, Robert Pattinson, Sienna Miller]	314095	A true-life drama, centering on British explorer Col. Percival Fawcett, who disappeared while searching for a mysterious city in the Amazon in the 1920s.	5.285559	/ik3ebv7J18fs6cHkmu91oxz7EGt.jpg	2017-03-15	The Lost City of Z	False	6.1	55
297	False	Steven Spielberg	[18, 36, 10752]	[Tom Hanks, Tom Sizemore, Dennis Farina]	857	As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.	5.280531	/miDoEMlYDJhOCvxlzI0wZqBs9Yt.jpg	1998-07-24	Saving Private Ryan	False	7.8	4107
298	False	Ridley Scott	[12, 18, 28]	[Christian Bale, Joel Edgerton, John Turturro]	147441	The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 400,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.	5.269288	/tCN8NXset4NQ5qU0uBxqKOM0r5r.jpg	2014-12-03	Exodus: Gods and Kings	False	5.6	1583
299	False	Spike Jonze	[10749, 878, 18]	[Joaquin Phoenix, Scarlett Johansson, Rooney Mara]	152601	In the not so distant future, Theodore, a lonely writer purchases a newly developed operating system designed to meet the user's every needs. To Theordore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all.	5.267583	/fsoTLnUXEUTNuVCBxAJMY0HPPd.jpg	2013-12-18	Her	False	7.8	3080
300	False	Rupert Sanders	[12, 14, 18]	[Kristen Stewart, Charlize Theron, Chris Hemsworth]	58595	After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest.	5.258397	/40iabcM7KQLJzmO8yGm8AvUbxZR.jpg	2012-05-30	Snow White and the Huntsman	False	5.7	2492
301	False	Måns Mårlind	[14, 28, 27]	[Kate Beckinsale, Stephen Rea, Michael Ealy]	52520	After being held in a coma-like state for fifteen years, vampire Selene learns that she has a fourteen-year-old vampire/Lycan hybrid daughter named Nissa, and when she finds her, they must stop BioCom from creating super Lycans that will kill them all.	5.255824	/76GXWKs2IDi0ZERKLT57wkToV0A.jpg	2012-01-19	Underworld: Awakening	False	6.0	1612
302	False	Sidney Lumet	[18]	[Henry Fonda, Martin Balsam, John Fiedler]	389	The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.	5.249827	/3W0v956XxSG5xgm7LB6qu8ExYJ2.jpg	1957-03-25	12 Angry Men	False	8.1	1661
303	False	Roland Emmerich	[28, 12, 878]	[Will Smith, Bill Pullman, Jeff Goldblum]	602	On July 2, a giant alien mothership enters orbit around Earth and deploys several dozen saucer-shaped 'destroyer' spacecraft that quickly lay waste to major cities around the planet. On July 3, the United States conducts a coordinated counterattack that fails. On July 4 the a plan is devised to gain access to the interior of the alien mothership in space in order to plant a nuclear missile.	5.244721	/bqLlWZJdhrS0knfEJRkquW7L8z2.jpg	1996-06-25	Independence Day	False	6.7	2541
304	False	Sean Anders	[35]	[Jason Bateman, Jason Sudeikis, Charlie Day]	227159	Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme.	5.243736	/zRkLCOx7o9tjPYb9s7u6mpw8VOs.jpg	2014-11-26	Horrible Bosses 2	False	6.1	1234
305	False	Ian Truitner	[878]	[Sunny Mabrey, Lance Broadway, T.J. Hoban]	421443	A deep space mining vessel has been adrift for two years. It is suspected the crew brutally killed each other, but the reason for the bloodbath is unknown. A rescue crew is sent to find if there are any survivors, what happened and why.	5.230897	/56Jw3jcT0Oi8dRI2htlCQyfRlV8.jpg	2017-04-06	Teleios	False	6.3	10
306	False	Frank Darabont	[14, 18, 80]	[Tom Hanks, Michael Clarke Duncan, David Morse]	497	A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cellblock's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.	5.226409	/3yJUlOtVa09CYJocwBU8eAryja0.jpg	1999-12-10	The Green Mile	False	8.1	2976
307	False	Peter Sohn	[12, 16, 10751]	[Raymond Ochoa, Jack Bright, Jeffrey Wright]	105864	An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.	5.214388	/2ZckiMTfSkCep2JTtZbr73tnQbN.jpg	2015-11-14	The Good Dinosaur	False	6.6	1308
308	False	Guy Ritchie	[53, 80]	[Jason Statham, Brad Pitt, Vinnie Jones]	107	The second film from British director Guy Ritchie. Snatch tells an obscure story similar to his first fast-paced crazy character-colliding filled film “Lock, Stock and Two Smoking Barrels.” There are two overlapping stories here – one is the search for a stolen diamond, and the other about a boxing promoter who’s having trouble with a psychotic gangster.	5.214361	/on9JlbGEccLsYkjeEph2Whm1DIp.jpg	2000-09-01	Snatch	False	7.6	2402
309	False	Duncan Jones	[28, 12, 14]	[Paula Patton, Travis Fimmel, Ben Foster]	68735	The peaceful realm of Azeroth stands on the brink of war as its civilization faces a fearsome race of invaders: orc warriors fleeing their dying home to colonize another. As a portal opens to connect the two worlds, one army faces destruction and the other faces extinction. From opposing sides, two heroes are set on a collision course that will decide the fate of their family, their people, and their home.	5.207664	/ckrTPz6FZ35L5ybjqvkLWzzSLO7.jpg	2016-05-25	Warcraft	False	6.2	1633
310	False	Gary Ross	[878, 12, 14]	[Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth]	70160	Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.	5.205637	/iLJdwmzrHFjFwI5lvYAT1gcpRuA.jpg	2012-03-12	The Hunger Games	False	6.8	7965
311	False	Paul Greengrass	[28, 18, 9648, 53]	[Matt Damon, Julia Stiles, David Strathairn]	2503	Bourne is brought out of hiding once again by reporter Simon Ross who is trying to unveil Operation Blackbriar, an upgrade to Project Treadstone, in a series of newspaper columns. Information from the reporter stirs a new set of memories, and Bourne must finally uncover his dark past while dodging The Company's best efforts to eradicate him.	5.189119	/fHho6JYYY0nRcETWSoeI19iZsNF.jpg	2007-08-03	The Bourne Ultimatum	False	7.3	2474
312	False	Paul Greengrass	[28, 18, 53]	[Matt Damon, Franka Potente, Brian Cox]	2502	When a CIA operation to purchase classified Russian documents is blown by a rival agent, who then shows up in the sleepy seaside village where Bourne and Marie have been living. The pair run for their lives and Bourne, who promised retaliation should anyone from his former life attempt contact, is forced to once again take up his life as a trained assassin to survive.	5.186086	/6a74OaZArLNNDHK9SdiLBUu2JYj.jpg	2004-07-23	The Bourne Supremacy	False	7.2	2366
313	False	James DeMonaco	[27, 53]	[Frank Grillo, Carmen Ejogo, Zach Gilford]	238636	Three groups of people are trying to survive Purge Night, when their stories intertwine and are left stranded in The Purge trying to survive the chaos and violence that occurs.	5.183426	/l1DRl40x2OWUoPP42v8fjKdS1Z3.jpg	2014-07-17	The Purge: Anarchy	False	6.6	1435
314	False	Baltasar Kormákur	[12, 18]	[Jason Clarke, Jake Gyllenhaal, Josh Brolin]	253412	"Inspired by the incredible events surrounding a treacherous attempt to reach the summit of the world's highest mountain, ""Everest"" documents the awe-inspiring journey of two different expeditions challenged beyond their limits by one of the fiercest snowstorms ever encountered by mankind. Their mettle tested by the harshest of elements found on the planet, the climbers will face nearly impossible obstacles as a lifelong obsession becomes a breathtaking struggle for survival."	5.174228	/t3ELL46AnqjS9djz1vEVh4MpKv0.jpg	2015-09-10	Everest	False	6.7	1422
315	False	Quentin Tarantino	[28, 80]	[Uma Thurman, Lucy Liu, Vivica A. Fox]	24	An assassin is shot at the altar by her ruthless employer, Bill and other members of their assassination circle – but 'The Bride' lives to plot her vengeance. Setting out for some payback, she makes a death list and hunts down those who wronged her, saving Bill for last.	5.168478	/vdENJAPObttowMtIwe9jgtbsEnq.jpg	2003-10-10	Kill Bill: Vol. 1	False	7.6	3669
316	False	Lee Unkrich	[16, 10751, 35]	[Tom Hanks, Tim Allen, Ned Beatty]	10193	Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.	5.16333	/tOwAAVeL1p3ls9dhOBo45ElodU3.jpg	2010-06-16	Toy Story 3	False	7.6	3491
317	False	Kelly Fremon Craig	[35, 18]	[Hailee Steinfeld, Haley Lu Richardson, Blake Jenner]	376660	Two high school girls are best friends until one dates the other's older brother, who is totally his sister's nemesis.	5.159934	/gxK80WUwkQePpXpzRdpob0i7DD5.jpg	2016-11-18	The Edge of Seventeen	False	7.5	460
318	False	Neill Blomkamp	[28, 53, 878]	[Sharlto Copley, Jason Cope, Nathalie Boltt]	17654	Aliens land in South Africa and, with their ship totally disabled,  have no way home. Years later, after living in a slum and wearing out their welcome the 'Non-Humans' are being moved to a new tent city overseen by Multi-National United (MNU).	5.157198	/axFmCRNQsW6Bto8XuJKo08MPPV5.jpg	2009-08-05	District 9	False	7.2	2664
319	False	John Lasseter	[16, 35, 10751]	[Tom Hanks, Tim Allen, Don Rickles]	862	Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.	5.152658	/rhIRbceoE9lR4veEXuwCC2wARtG.jpg	1995-10-30	Toy Story	False	7.6	3821
320	False	Gianfranco Mingozzi	[35, 18]	[Serena Grandi, Fabrice Josso, Marina Vlady]	81774	Roger is a 16-year-old who seeks to lose his virginity in this softcore erotic drama. His initial efforts are unsuccessful, but World War I breaks out and men are seen marching off to battle. Roger goes overboard when he is presented with several amorous opportunities.	5.152449	/4mXgEy0RYbzmHuk4LNumfdunmQ7.jpg	1986-11-04	What Every Frenchwoman Wants	False	4.7	22
321	False	Tim Burton	[10751, 14, 12]	[Mia Wasikowska, Johnny Depp, Anne Hathaway]	12155	Alice, an unpretentious and individual 19-year-old, is betrothed to a dunce of an English nobleman. At her engagement party, she escapes the crowd to consider whether to go through with the marriage and falls down a hole in the garden after spotting an unusual rabbit. Arriving in a strange and surreal place called 'Underland,' she finds herself in a world that resembles the nightmares she had as a child, filled with talking animals, villainous queens and knights, and frumious bandersnatches. Alice realizes that she is there for a reason – to conquer the horrific Jabberwocky and restore the rightful queen to her throne.	5.151311	/pvEE5EN5N1yjmHmldfL4aJWm56l.jpg	2010-03-03	Alice in Wonderland	False	6.3	3435
322	False	Tim Burton	[28, 80, 53]	[Vin Diesel, Dwayne Johnson, Jason Statham]	385687		5.140606		2021-04-01	Fast & Furious 10	False	0.0	3
323	False	Christopher McQuarrie	[80, 18, 53]	[Tom Cruise, Rosamund Pike, Richard Jenkins]	75780	"In an innocent heartland city, five are shot dead by an expert sniper. The police quickly identify and arrest the culprit, and build a slam-dunk case. But the accused man claims he's innocent and says ""Get Jack Reacher."" Reacher himself sees the news report and turns up in the city. The defense is immensely relieved, but Reacher has come to bury the guy. Shocked at the accused's request, Reacher sets out to confirm for himself the absolute certainty of the man's guilt, but comes up with more than he bargained for."	5.140113	/38bmEXmuJuInLs9dwfgOGCHmZ7l.jpg	2012-12-20	Jack Reacher	False	6.3	2620
324	False	John Carpenter	[27, 878, 9648, 53]	[Kurt Russell, Keith David, Wilford Brimley]	1091	Scientists in the Antarctic are confronted by a shape-shifting alien that assumes the appearance of the people that it kills.	5.135109	/s5fH3GqFcHbi2F0NSBSh4KRNTc0.jpg	1982-06-25	The Thing	False	7.7	1188
325	False	Marc Webb	[28, 12, 14]	[Andrew Garfield, Emma Stone, Jamie Foxx]	102382	For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.	5.134131	/mUjWof8LHDgCZC9mFp0UYKBf1Dm.jpg	2014-04-16	The Amazing Spider-Man 2	False	6.5	3268
326	False	Alex Proyas	[28, 878]	[Will Smith, Bridget Moynahan, Alan Tudyk]	2048	In 2035, where robots are common-place and abide by the three laws of robotics, a techno-phobic cop investigates an apparent suicide. Suspecting that a robot may be responsible for the death, his investigation leads him to believe that humanity may be in danger.	5.133764	/2mkFzf168xJrV6Leqq0bjqOlJCK.jpg	2004-07-15	I, Robot	False	6.7	2851
327	False	Christopher Nolan	[9648, 53]	[Guy Pearce, Joe Pantoliano, Carrie-Anne Moss]	77	Suffering short-term memory loss after a head injury, Leonard Shelby embarks on a grim quest to find the lowlife who murdered his wife in this gritty, complex thriller that packs more knots than a hangman's noose. To carry out his plan, Shelby snaps Polaroids of people and places, jotting down contextual notes on the backs of photos to aid in his search and jog his memory. He even tattoos his own body in a desperate bid to remember.	5.130318	/fQMSaP88cf1nz4qwuNEEFtazuDM.jpg	2000-10-20	Memento	False	8.0	2872
328	False	John McTiernan	[28, 53]	[Bruce Willis, Jeremy Irons, Samuel L. Jackson]	1572	"New York detective John McClane is back and kicking bad-guy butt in the third installment of this action-packed series, which finds him teaming with civilian Zeus Carver to prevent the loss of innocent lives. McClane thought he'd seen it all, until a genius named Simon engages McClane, his new ""partner"" -- and his beloved city -- in a deadly game that demands their concentration."	5.124516	/ivpXGcsPZglyYrN65THWSD7JM3q.jpg	1995-05-19	Die Hard: With a Vengeance	False	6.8	1671
329	False	Tim Burton	[12, 35, 10751, 14]	[Johnny Depp, Freddie Highmore, AnnaSophia Robb]	118	A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.	5.115317	/dvHl1dYvaZRhj9Gk0ITcCHr4DIJ.jpg	2005-07-09	Charlie and the Chocolate Factory	False	6.6	2454
330	False	Walter Hill	[28, 12, 18, 53]	[Wesley Snipes, Ving Rhames, Peter Falk]	15070	Monroe Hutchens is the heavyweight champion of Sweetwater, a maximum security prison. He was convicted to a life sentence due to a passionate crime. Iceman Chambers is the heavyweight champion, who lost his title due to a rape conviction to ten years in Sweetwater. WHen these two giants collide in the same prison, they fight against each other disputing who is the real champion.	5.103265	/dhBQvKYMayM61M7kHOk35IfpE8K.jpg	2002-08-23	Undisputed	False	6.2	97
331	False	Seth MacFarlane	[35, 14]	[Mark Wahlberg, Mila Kunis, Seth MacFarlane]	72105	John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.	5.101578	/yLdP2vDa1BqxLSbikGypGtAEOGe.jpg	2012-06-29	Ted	False	6.4	3743
332	False	David Yates	[12, 14, 10751]	[Daniel Radcliffe, Rupert Grint, Emma Watson]	767	As Harry begins his sixth year at Hogwarts, he discovers an old book marked as 'Property of the Half-Blood Prince', and begins to learn more about Lord Voldemort's dark past.	5.099587	/bFXys2nhALwDvpkF3dP3Vvdfn8b.jpg	2009-07-07	Harry Potter and the Half-Blood Prince	False	7.3	3952
333	False	Shawn Levy	[12, 14, 28, 35, 10751]	[Ben Stiller, Amy Adams, Owen Wilson]	18360	Hapless museum night watchman Larry Daley must help his living, breathing exhibit friends out of a pickle now that they've been transferred to the archives at the Smithsonian Institution. Larry's (mis)adventures this time include close encounters with Amelia Earhart, Abe Lincoln and Ivan the Terrible.	5.098874	/qbU6AxmO69bBwu6Tw8HtcRoltAA.jpg	2009-05-20	Night at the Museum: Battle of the Smithsonian	False	5.9	1421
334	False	Alfonso Cuarón	[18, 28, 53, 878]	[Clive Owen, Michael Caine, Julianne Moore]	9693	In 2027, in a chaotic world in which humans can no longer procreate, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea, where her child's birth may help scientists save the future of humankind.	5.097889	/gZ6i32Da76EUxta06GL2BxpC4Cn.jpg	2006-09-22	Children of Men	False	7.4	1649
335	False	Dave Green	[14, 28, 12, 35]	[Megan Fox, Stephen Amell, Will Arnett]	308531	After supervillain Shredder escapes custody, he joins forces with mad scientist Baxter Stockman and two dimwitted henchmen, Bebop and Rocksteady, to unleash a diabolical plan to take over the world. As the Turtles prepare to take on Shredder and his new crew, they find themselves facing an even greater evil with similar intentions: the notorious Krang.	5.091672	/5BCpxPLyp4wGcTribpZ6WtNkVJ5.jpg	2016-06-01	Teenage Mutant Ninja Turtles: Out of the Shadows	False	5.7	688
336	False	Andrew Adamson	[12, 16, 35, 10751, 14]	[Mike Myers, Eddie Murphy, Cameron Diaz]	808	It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.	5.090884	/140ewbWv8qHStD3mlBDvvGd0Zvu.jpg	2001-05-16	Shrek	False	7.2	2879
337	False	Guy Ritchie	[12, 18, 28, 35, 53, 80, 9648]	[Robert Downey Jr., Jude Law, Rachel McAdams]	10528	Eccentric consulting detective, Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England.	5.086055	/22ngurXbLqab7Sko6aTSdwOCe5W.jpg	2009-12-23	Sherlock Holmes	False	6.9	4740
338	False	Josh Boone	[28, 12, 878]	[James McAvoy, Anya Taylor-Joy, Maisie Williams]	340102	The story of the New Mutants, a team of mutant heroes comprised of the first graduates from Charles Xavier's school.	5.083517	/8WJosVIzSYCUWzv2GQmuMv3eCPB.jpg	2018-06-29	X-Men: The New Mutants	False	0.0	0
339	False	Martin Scorsese	[80, 18]	[Robert De Niro, Cybill Shepherd, Harvey Keitel]	103	A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, attempting to save a preadolescent prostitute in the process.	5.078621	/yxq4pk1xGmro8tQABuQIrWrvdaE.jpg	1976-02-07	Taxi Driver	False	8.0	1862
340	False	Zack Snyder	[28, 9648, 878]	[Malin Åkerman, Billy Crudup, Carla Gugino]	13183	In a gritty and alternate 1985 the glory days of costumed vigilantes have been brought to a close by a government crackdown, but after one of the masked veterans is brutally murdered an investigation into the killer is initiated. The reunited heroes set out to prevent their own destruction, but in doing so uncover a sinister plot that puts all of humanity in grave danger.	5.074853	/1QqwJBv5a6ddgzaT6cLytJioyrJ.jpg	2009-03-05	Watchmen	False	6.9	2205
341	False	Ben Affleck	[80, 18]	[Ben Affleck, Zoe Saldana, Elle Fanning]	259695	A story set in the Prohibition Era and centered around a group of individuals and their dealings in the world of organized crime.	5.073791	/utGq0tOcAPjm5DNMMAbDZi0JTik.jpg	2016-12-25	Live by Night	False	6.0	199
342	False	Steven Spielberg	[12, 28]	[Harrison Ford, Cate Blanchett, Shia LaBeouf]	217	Set during the Cold War, the Soviets – led by sword-wielding Irina Spalko – are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. After being captured and then escaping from them, Indy is coerced to head to Peru at the behest of a young man whose friend – and Indy's colleague – Professor Oxley has been captured for his knowledge of the skull's whereabouts.	5.069647	/qY1x6v5daMDTr904G3y84WVgpfC.jpg	2008-05-21	Indiana Jones and the Kingdom of the Crystal Skull	False	5.7	1935
343	False	M. Night Shyamalan	[9648, 53, 18]	[Bruce Willis, Toni Collette, Olivia Williams]	745	A psychological thriller about an eight year old boy named Cole Sear who believes he can see into the world of the dead. A child psychologist named Malcolm Crowe comes to Cole to help him deal with his problem, learning that he really can see ghosts of dead people.	5.063707	/imps263dHNe3SuoaAJORZyNTdDT.jpg	1999-08-06	The Sixth Sense	False	7.6	2373
344	False	Steven Soderbergh	[53, 80]	[George Clooney, Brad Pitt, Matt Damon]	161	Less than 24 hours into his parole, charismatic thief Danny Ocean is already rolling out his next plan: In one night, Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos. But to score the cash, Danny risks his chances of reconciling with ex-wife, Tess.	5.062098	/o0h76DVXvk5OKjmNez5YY0GODC2.jpg	2001-12-07	Ocean's Eleven	False	7.1	3103
345	False	David Yates	[12]	[Alexander Skarsgård, Margot Robbie, Christoph Waltz]	258489	Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.	5.050648	/6FxOPJ9Ysilpq0IgkrMJ7PubFhq.jpg	2016-06-29	The Legend of Tarzan	False	5.4	1894
346	False	Miloš Forman	[18]	[Jack Nicholson, Louise Fletcher, Danny DeVito]	510	While serving time for insanity at a state mental hospital, implacable rabble-rouser, Randle Patrick McMurphy inspires his fellow patients to rebel against the authoritarian rule of head nurse, Mildred Ratched.	5.050433	/2Sns5oMb356JNdBHgBETjIpRYy9.jpg	1975-11-18	One Flew Over the Cuckoo's Nest	False	8.1	2176
347	False	Clint Eastwood	[10752, 28]	[Bradley Cooper, Sienna Miller, Kyle Gallner]	190859	U.S. Navy SEAL Chris Kyle takes his sole mission—protect his comrades—to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.	5.035927	/svPHnYE7N5NAGO49dBmRhq0vDQ3.jpg	2014-12-11	American Sniper	False	7.4	3612
348	False	Fabio Guaglione	[53, 10752]	[Armie Hammer, Annabelle Wallis, Tom Cullen]	345009	After a failed assassination attempt, a soldier finds himself stranded in the desert. Exposed to the elements, he must survive the dangers of the desert and battle the psychological and physical toll of the treacherous conditions.	5.034732	/A4wkcuotm80okex4I9dFIDgO0nS.jpg	2016-10-06	Mine	False	6.7	91
