	adult	director	genre_ids	lead actors	movie_id	overview	popularity	poster_path	release_date	title	video	vote_average	vote_count
0	False	Tom McGrath	[16, 35, 10751]	[Alec Baldwin, Miles Bakshi, Jimmy Kimmel]	295693	A story about how a new baby's arrival impacts a family, told from the point of view of a delightfully unreliable narrator, a wildly imaginative 7 year old named Tim.	337.228907	/2B78dT7Bs8HhtpgcljOWlsaX5I6.jpg	2017-03-23	The Boss Baby	False	5.8	471
1	False	Bill Condon	[14, 10402, 10749]	[Emma Watson, Dan Stevens, Luke Evans]	321612	A live-action adaptation of Disney's version of the classic 'Beauty and the Beast' tale of a cursed prince and a beautiful young woman who helps him break the spell.	150.167688	/tWqifoYuwLETmmasnGHO7xBjEtt.jpg	2017-03-16	Beauty and the Beast	False	6.9	1690
2	False	James Mangold	[28, 18, 878]	[Hugh Jackman, Patrick Stewart, Dafne Keen]	263115	In the near future, a weary Logan cares for an ailing Professor X in a hide out on the Mexican border. But Logan's attempts to hide from the world and his legacy are up-ended when a young mutant arrives, being pursued by dark forces.	84.198451	/45Y1G5FEgttPAwjTYic6czC9xCn.jpg	2017-02-28	Logan	False	7.5	2384
3	False	Jordan Vogt-Roberts	[28, 12, 14]	[Tom Hiddleston, Samuel L. Jackson, Brie Larson]	293167	Explore the mysterious and dangerous home of the king of the apes as a team of explorers ventures deep inside the treacherous, primordial island.	65.631825	/6KpKpkH4Tf9fUkUuLPkO6OhYsTI.jpg	2017-03-08	Kong: Skull Island	False	6.1	1164
4	False	Garth Jennings	[16, 35, 18, 10751, 10402]	[Matthew McConaughey, Reese Witherspoon, Seth MacFarlane]	335797	A koala named Buster recruits his best friend to help him drum up business for his theater by hosting a singing competition.	63.976652	/s9ye87pvq2IaDvjv9x4IOXVjvA7.jpg	2016-11-23	Sing	False	6.7	1152
5	False	Rupert Sanders	[28, 18, 878]	[Scarlett Johansson, Pilou Asbæk, Takeshi Kitano]	315837	In the near future, Major is the first of her kind: a human saved from a terrible crash, who is cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.	57.108395	/myRzRzCxdfUWjkJWgpHHZ1oGkJd.jpg	2017-03-29	Ghost in the Shell	False	6.1	548
6	False	Colin Trevorrow	[28, 12, 878, 53]	[Chris Pratt, Bryce Dallas Howard, Irrfan Khan]	135397	Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.	40.814525	/jjBgi2r5cRt36xF6iNUEhzscEcb.jpg	2015-06-09	Jurassic World	False	6.5	6725
7	False	David Yates	[12, 28, 14]	[Eddie Redmayne, Colin Farrell, Katherine Waterston]	259316	In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations.	37.655255	/gri0DDxsERr6B2sOR1fGLxLpSLx.jpg	2016-11-16	Fantastic Beasts and Where to Find Them	False	7.0	3305
8	False	M. Night Shyamalan	[27, 53]	[James McAvoy, Anya Taylor-Joy, Betty Buckley]	381288	Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him — as well as everyone around him — as the walls between his compartments shatter apart.	36.786269	/rXMWOZiCt6eMX22jWuTOSdQ98bY.jpg	2017-01-19	Split	False	6.8	1832
9	False	Gareth Edwards	[28, 18, 878, 10752]	[Felicity Jones, Diego Luna, Ben Mendelsohn]	330459	A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.	34.950227	/qjiskwlV1qQzRCjpV0cL9pEMF9a.jpg	2016-12-14	Rogue One: A Star Wars Story	False	7.3	3128
10	False	F. Gary Gray	[28, 80, 18, 53]	[Vin Diesel, Dwayne Johnson, Jason Statham]	337339	When a mysterious woman seduces Dom into the world of crime and a betrayal of those closest to him, the crew face trials that will test them as never before.	32.117669	/iNpz2DgTsTMPaDRZq2tnbqjL2vF.jpg	2017-04-12	The Fate of the Furious	False	7.2	368
11	False	Andrew Stanton	[12, 16, 35, 10751]	[Ellen DeGeneres, Albert Brooks, Hayden Rolence]	127380	Dory is reunited with her friends Nemo and Marlin in the search for answers about her past. What can she remember? Who are her parents? And where did she learn to speak Whale?	28.8426	/z09QAf8WbZncbitewNk6lKYMZsh.jpg	2016-06-16	Finding Dory	False	6.7	3000
12	False	George Miller	[28, 12, 878, 53]	[Tom Hardy, Charlize Theron, Nicholas Hoult]	76341	An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order. There's Max, a man of action and a man of few words, who seeks peace of mind following the loss of his wife and child in the aftermath of the chaos. And Furiosa, a woman of action and a woman who believes her path to survival may be achieved if she can make it across the desert back to her childhood homeland.	28.1538	/kqjL17yufvn9OVLyXYpvtyrFfak.jpg	2015-05-13	Mad Max: Fury Road	False	7.2	7412
13	False	Christopher Nolan	[12, 18, 878]	[Matthew McConaughey, Jessica Chastain, Anne Hathaway]	157336	Interstellar chronicles the adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.	27.964648	/nBNZadXqJSdt05SHLqgT0HuC5Gm.jpg	2014-11-05	Interstellar	False	8.0	8189
14	False	Chad Stahelski	[28, 53]	[Keanu Reeves, Michael Nyqvist, Alfie Allen]	245891	Ex-hitman John Wick comes out of retirement to track down the gangsters that took everything from him.	27.842529	/5vHssUeVe25bMrof1HyaPyWgaP.jpg	2014-10-22	John Wick	False	7.0	3723
15	False	James Gunn	[28, 878, 12]	[Chris Pratt, Zoe Saldana, Dave Bautista]	118340	Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.	27.306615	/y31QB9kn3XSudA15tV7UWQ9XLuW.jpg	2014-07-30	Guardians of the Galaxy	False	7.9	6832
16	False	Tim Miller	[28, 12, 35, 10749]	[Ryan Reynolds, Morena Baccarin, Ed Skrein]	293660	Based upon Marvel Comics’ most unconventional anti-hero, DEADPOOL tells the origin story of former Special Forces operative turned mercenary Wade Wilson, who after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.	25.451346	/inVq3FRqcYIRl2la8iZikYYxFNR.jpg	2016-02-09	Deadpool	False	7.3	7808
17	False	Denis Villeneuve	[53, 18, 878, 9648]	[Amy Adams, Jeremy Renner, Forest Whitaker]	329865	Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.	25.204166	/hLudzvGfpi6JlwUnsNhXwKKg4j.jpg	2016-11-10	Arrival	False	6.9	3510
18	False	Scott Derrickson	[28, 12, 14, 878]	[Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams]	284052	After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under his wing and trains him to defend the world against evil.	24.886914	/4PiiNGXj1KENTmCBHeN6Mskj2Fq.jpg	2016-10-25	Doctor Strange	False	6.9	3331
19	False	Todor Chapkanov	[28]	[Scott Adkins, Bashar Rahal, Teodora Duhovnikova]	348893	In the fourth installment of the fighting franchise, Boyka is shooting for the big leagues when an accidental death in the ring makes him question everything he stands for. When he finds out the wife of the man he accidentally killed is in trouble, Boyka offers to fight in a series of impossible battles to free her from a life of servitude	24.820363	/aqiK5aOZmxvtLcY04B1fFeEJLV1.jpg	2016-09-22	Boyka: Undisputed IV	False	6.0	78
20	False	Damien Chazelle	[35, 18, 10402, 10749]	[Ryan Gosling, Emma Stone, John Legend]	313369	Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.	22.918529	/ylXCdC106IKiarftHkcacasaAcb.jpg	2016-09-12	La La Land	False	7.9	2515
21	False	Anthony Russo	[12, 28, 878]	[Chris Evans, Robert Downey Jr., Scarlett Johansson]	271110	Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.	21.143951	/kSBXou5Ac7vEqKd97wotJumyJvU.jpg	2016-04-27	Captain America: Civil War	False	6.9	5245
22	False	James Wan	[28]	[Vin Diesel, Paul Walker, Dwayne Johnson]	168259	Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.	18.019646	/dCgm7efXDmiABSdWDHBDBx2jwmn.jpg	2015-04-01	Furious 7	False	7.3	3373
23	False	Hugo Gélin	[18, 35]	[Omar Sy, Clémence Poésy, Antoine Bertrand]	382591	A man without attachments or responsibilities suddenly finds himself with an abandoned baby and leaves for London to try and find the mother. Eight years later after he and his daughter become inseparable Gloria's mother reappears.	17.968666	/muwaDIv5cLv2Z07CZFWOsL7lYuO.jpg	2016-12-07	Tomorrow Everything Starts	False	7.7	181
24	False	Anna Foerster	[28, 27]	[Kate Beckinsale, Theo James, Lara Pulver]	346672	Vampire death dealer Selene fends off brutal attacks from both the Lycan clan and the Vampire faction that betrayed her. With her only allies, David and his father Thomas, she must stop the eternal war between Lycans and Vampires, even if it means she has to make the ultimate sacrifice.	16.96563	/nHXiMnWUAUba2LZ0dFkNDVdvJ1o.jpg	2016-11-28	Underworld: Blood Wars	False	5.0	1199
25	False	Dario Argento	[27]	[Asia Argento, Cristian Solimeno, Adam James]	15206	An ancient urn is found in a cemetery outside Rome. Once opened, it triggers a series of violent incidents: robberies, rapes and murders increase dramatically, while several mysterious, evil-looking young women coming from all over the world are gathering in the city. All these events are caused by the return of Mater Lacrimarum, the last of three powerful witches who have been spreading terror and death for centuries. Alone against an army of psychos and demons, Sarah Mandy, an art student who seems to have supernatural abilities of her own, is the only person left to prevent the Mother of Tears from destroying Rome.	16.399267	/sGFOggXN12CcSXD01hSAIaEoSgs.jpg	2007-09-06	The Mother of Tears	False	4.2	83
26	False	Theodore Melfi	[36, 18]	[Taraji P. Henson, Octavia Spencer, Janelle Monae]	381284	The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big.	16.105375	/6cbIDZLfwUTmttXTmNi8Mp3Rnmg.jpg	2016-12-10	Hidden Figures	False	7.7	1078
27	False	Daniel Espinosa	[27, 878, 53]	[Jake Gyllenhaal, Rebecca Ferguson, Ryan Reynolds]	395992	The six-member crew of the International Space Station is tasked with studying a sample from Mars that may be the first proof of extra-terrestrial life, which proves more intelligent than ever expected.	15.710077	/h2mhfbEBGABSHo2vXG1ECMKAJa7.jpg	2017-03-23	Life	False	6.0	324
28	False	Garth Davis	[18]	[Sunny Pawar, Dev Patel, Rooney Mara]	334543	A five-year-old Indian boy gets lost on the streets of Calcutta, thousands of kilometers from home. He survives many challenges before being adopted by a couple in Australia; 25 years later, he sets out to find his lost family.	15.521563	/iBGRbLvg6kVc7wbS8wDdVHq6otm.jpg	2016-11-24	Lion	False	7.9	771
29	False	Gore Verbinski	[12, 14, 28]	[Johnny Depp, Geoffrey Rush, Orlando Bloom]	22	Jack Sparrow, a freewheeling 17th-century pirate who roams the Caribbean Sea, butts heads with a rival pirate bent on pillaging the village of Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her. But their seafaring mission is hardly simple.	14.436285	/tkt9xR1kNX5R9rCebASKck44si2.jpg	2003-07-09	Pirates of the Caribbean: The Curse of the Black Pearl	False	7.4	5121
30	False	David Ayer	[28, 80, 14, 878]	[Will Smith, Jared Leto, Margot Robbie]	297761	From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.	14.254694	/e1mjopzAS2KNsvpbpahQ1a6SkSn.jpg	2016-08-02	Suicide Squad	False	5.9	5273
31	False	Dean Israelite	[28, 12, 878]	[Dacre Montgomery, Naomi Scott, RJ Cyler]	305470	Saban's Power Rangers follows five ordinary teens who must become something extraordinary when they learn that their small town of Angel Grove — and the world — is on the verge of being obliterated by an alien threat. Chosen by destiny, our heroes quickly discover they are the only ones who can save the planet. But to do so, they will have to overcome their real-life issues and before it’s too late, band together as the Power Rangers.	13.995718	/iRAZIEgfB9N0BObV0QI61Nxh92h.jpg	2017-03-23	Power Rangers	False	6.5	278
32	False	Francis Lawrence	[878, 12, 53]	[Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth]	131631	Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.	13.864616	/gj282Pniaa78ZJfbaixyLXnXEDI.jpg	2014-11-18	The Hunger Games: Mockingjay - Part 1	False	6.6	4299
33	False	Bryan Singer	[28, 12, 14, 878]	[James McAvoy, Michael Fassbender, Jennifer Lawrence]	246655	After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.	13.613749	/zSouWWrySXshPCT4t3UKCQGayyo.jpg	2016-05-18	X-Men: Apocalypse	False	6.3	3337
34	False	Kyle Balda	[10751, 16, 12, 35]	[Sandra Bullock, Jon Hamm, Michael Keaton]	211672	Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.	13.50576	/q0R4crx2SehcEEQEkYObktdeFy.jpg	2015-06-17	Minions	False	6.5	3246
35	False	D.J. Caruso	[28, 12, 80, 53]	[Vin Diesel, Ice Cube, Samuel L. Jackson]	47971	Extreme athlete turned government operative Xander Cage comes out of self-imposed exile, thought to be long dead, and is set on a collision course with deadly alpha warrior Xiang and his team in a race to recover a sinister and seemingly unstoppable weapon known as Pandora's Box. Recruiting an all-new group of thrill-seeking cohorts, Xander finds himself enmeshed in a deadly conspiracy that points to collusion at the highest levels of world governments.	13.380575	/yNsdyNbQqaKN0TQxkHMws2KLTJ6.jpg	2017-01-13	xXx: Return of Xander Cage	False	5.4	744
36	False	Justin Kurzel	[28, 12, 14, 878]	[Michael Fassbender, Marion Cotillard, Jeremy Irons]	121856	Through unlocked genetic memories that allow him to relive the adventures of his ancestor in 15th century Spain, Callum Lynch discovers he's a descendant of the secret 'Assassins' society. After gaining incredible knowledge and skills, he is now poised to take on the oppressive Knights Templar in the present day.	13.284889	/tIKFBxBZhSXpIITiiB5Ws8VGXjt.jpg	2016-12-21	Assassin's Creed	False	5.3	1633
37	False	Morten Tyldum	[12, 18, 10749, 878]	[Jennifer Lawrence, Chris Pratt, Michael Sheen]	274870	A spacecraft traveling to a distant colony planet and transporting thousands of people has a malfunction in its sleep chambers. As a result, two passengers are awakened 90 years early.	13.251857	/5gJkVIVU7FDp7AfRAbPSvvdbre2.jpg	2016-12-21	Passengers	False	6.5	2223
38	False	J.J. Abrams	[28, 12, 878, 14]	[Daisy Ridley, John Boyega, Adam Driver]	140607	Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.	12.832794	/weUSwMdQIa3NaXVzwUoIIcAi85d.jpg	2015-12-15	Star Wars: The Force Awakens	False	7.5	6348
39	False	Éric Warin	[12, 16, 35, 10751]	[Elle Fanning, Dane DeHaan, Carly Rae Jepsen]	342473	Set in 1879 Paris. An orphan girl dreams of becoming a ballerina and flees her rural Brittany for Paris, where she passes for someone else and accedes to the position of pupil at the Grand Opera house.	12.756994	/60ZhK1FstSkC9Ms8lRWaTPm55kD.jpg	2016-12-14	Ballerina	False	7.3	96
40	False	Mel Gibson	[18, 36, 10752]	[Andrew Garfield, Sam Worthington, Vince Vaughn]	324786	WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to win the Congressional Medal of Honor.	12.639146	/bndiUFfJxNd2fYx8XO610L9a07m.jpg	2016-10-07	Hacksaw Ridge	False	7.5	1826
41	False	Kelly Asbury	[12, 16, 35, 10751]	[Julia Roberts, Ariel Winter, Ellie Kemper]	137116	In this fully animated, all-new take on the Smurfs, a mysterious map sets Smurfette and her friends Brainy, Clumsy and Hefty on an exciting race through the Forbidden Forest leading to the discovery of the biggest secret in Smurf history.	12.545573	/swt9crREg1UcKgg3wGWfoFNlXOz.jpg	2017-03-30	Smurfs: The Lost Village	False	6.6	33
42	False	Zhang Yimou	[28, 12, 14]	[Matt Damon, Jing Tian, Willem Dafoe]	311324	European mercenaries searching for black powder become embroiled in the defense of the Great Wall of China against a horde of monstrous creatures.	12.435081	/hm0Z5tpRlSzPO97U5e2Q32Y0Xrb.jpg	2016-12-16	The Great Wall	False	5.8	494
43	False	Chris Columbus	[12, 14, 10751]	[Daniel Radcliffe, Rupert Grint, Emma Watson]	671	Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths -- and about the villain who's to blame.	12.344738	/dCtFvscYcXQKTNvyyaQr2g2UacJ.jpg	2001-11-16	Harry Potter and the Philosopher's Stone	False	7.3	5215
44	False	Alan Taylor	[878, 28, 53, 12]	[Arnold Schwarzenegger, Jason Clarke, Emilia Clarke]	87101	The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.	12.101356	/5JU9ytZJyR3zmClGmVm9q4Geqbd.jpg	2015-06-23	Terminator Genisys	False	5.8	3038
45	False	Knut Andersen	[18]	[Steffen Rothschild, Anne-Lise Tangstad, Kaare Kroppan]	281007	The story Peter is telling the about a special summer, when he is invited over to summer holiday from bickering parents, to his aunt and uncle in the country. He's been there before, but this summer was quite one to remember.	12.042602	/dv85cWT2N5F0HywBK1ehlapHrYa.jpg	1976-03-04	The Summer I Turned 15	False	7.0	2
46	False	Damien Chazelle	[10402, 18]	[Miles Teller, J.K. Simmons, Melissa Benoist]	244786	Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.	11.977539	/lIv1QinFqz4dlp5U4lQ6HaiskOZ.jpg	2014-10-10	Whiplash	False	8.3	3130
47	False	Joss Whedon	[878, 28, 12]	[Robert Downey Jr., Chris Evans, Mark Ruffalo]	24428	When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!	11.637022	/cezWGskPY5x7GaglTTRN4Fugfb8.jpg	2012-04-25	The Avengers	False	7.4	9868
48	False	Peter Jackson	[28, 12, 14]	[Martin Freeman, Ian McKellen, Richard Armitage]	122917	Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.	11.392599	/vgAHvS0bT3fpcpnJqT6uDTUsHTo.jpg	2014-12-10	The Hobbit: The Battle of the Five Armies	False	7.1	3756
49	False	Christopher Nolan	[28, 80, 18, 53]	[Christian Bale, Michael Caine, Gary Oldman]	49026	Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.	11.324046	/dEYnvnUfXrqvqeRSqvIEtmzhoA8.jpg	2012-07-16	The Dark Knight Rises	False	7.5	7660
50	False	Zack Snyder	[28, 12, 14]	[Ben Affleck, Henry Cavill, Amy Adams]	209112	Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.	11.288563	/cGOPbv9wA5gEejkUN892JrveARt.jpg	2016-03-23	Batman v Superman: Dawn of Justice	False	5.6	5217
51	False	David Ayer	[10752, 18, 28]	[Brad Pitt, Shia LaBeouf, Logan Lerman]	228150	"Last months of World War II in April 1945. As the Allies make their final push in the European Theater, a battle-hardened U.S. Army sergeant in the 2nd Armored Division named Wardaddy commands a Sherman tank called ""Fury"" and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany."	11.284723	/il9XWx5CbNd2KdDUwrcClEZiLkv.jpg	2014-10-15	Fury	False	7.4	3118
52	False	Byron Howard	[16, 12, 10751, 35]	[Ginnifer Goodwin, Jason Bateman, Shakira]	269149	Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.	11.249815	/sM33SANp9z6rXW8Itn7NnG1GOEs.jpg	2016-02-11	Zootopia	False	7.6	3253
53	False	Taika Waititi	[28, 12, 14, 878]	[Chris Hemsworth, Tom Hiddleston, Mark Ruffalo]	284053	Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his homeworld and the end of Asgardian civilization, at the hands of an all-powerful new threat, the ruthless Hela.	11.066267	/wHJKSDX1ZZqL5pvewihMgSDTQyf.jpg	2017-10-25	Thor: Ragnarok	False	0.0	0
54	False	Chad Stahelski	[53, 28, 80]	[Keanu Reeves, Common, Laurence Fishburne]	324552	John Wick is forced out of retirement by a former associate looking to seize control of a shadowy international assassins’ guild. Bound by a blood oath to aid him, Wick travels to Rome and does battle against some of the world’s most dangerous killers.	10.963684	/1jvyy3UtMbWBHikj7byFJeY5Fc7.jpg	2017-02-08	John Wick: Chapter 2	False	6.5	1054
55	False	Alejandro González Iñárritu	[18, 35]	[Michael Keaton, Zach Galifianakis, Edward Norton]	194662	A fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a Broadway play. As opening night approaches, his attempts to become more altruistic, rebuild his career, and reconnect with friends and family prove more difficult than expected.	10.900832	/rSZs93P0LLxqlVEbI001UKoeCQC.jpg	2014-08-27	Birdman	False	7.3	3516
56	False	Frank Darabont	[18, 80]	[Tim Robbins, Morgan Freeman, Bob Gunton]	278	Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.	10.861389	/9O7gLzmreU0nGkIB6K3BsJbzvNv.jpg	1994-09-23	The Shawshank Redemption	False	8.4	6856
57	False	James Cameron	[28, 12, 14, 878]	[Sam Worthington, Zoe Saldana, Sigourney Weaver]	19995	In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.	10.782791	/kmcqlZGaSh20zpTbuoF0Cdn07dT.jpg	2009-12-10	Avatar	False	7.2	9652
58	False	Gavin O'Connor	[80, 53, 18]	[Ben Affleck, Anna Kendrick, J.K. Simmons]	302946	As a math savant uncooks the books for a new client, the Treasury Department closes in on his activities and the body count starts to rise.	10.601874	/afhAUuWVB7k7PjJUd4lwO3rzhSq.jpg	2016-10-14	The Accountant	False	6.8	1475
59	False	Don Hall	[12, 10751, 16, 28, 35]	[Scott Adsit, Ryan Potter, Daniel Henney]	177572	The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.	10.392058	/hGRfWcy1HRGbsjK6jF7NILmqmFT.jpg	2014-10-24	Big Hero 6	False	7.8	4833
60	False	Peyton Reed	[878, 28, 12]	[Paul Rudd, Michael Douglas, Evangeline Lilly]	102899	Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.	10.383612	/D6e8RJf2qUstnfkTslTXNTUAlT.jpg	2015-07-14	Ant-Man	False	7.0	4500
61	False	Robert Zemeckis	[28, 18, 10752, 10749, 53]	[Brad Pitt, Marion Cotillard, Jared Harris]	369885	In 1942, an intelligence officer in North Africa encounters a female French Resistance fighter on a deadly mission behind enemy lines. When they reunite in London, their relationship is tested by the pressures of war.	10.381322	/nzXzLFTnd0Zb3ExfhOxlQgizgSu.jpg	2016-11-17	Allied	False	6.4	828
62	False	David Fincher	[9648, 53, 18]	[Ben Affleck, Rosamund Pike, Carrie Coon]	210577	With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.	10.30089	/gdiLTof3rbPDAmPaCf4g6op46bj.jpg	2014-10-01	Gone Girl	False	7.9	4669
63	False	James Foley	[18, 10749]	[Dakota Johnson, Jamie Dornan, Eric Johnson]	341174	When a wounded Christian Grey tries to entice a cautious Ana Steele back into his life, she demands a new arrangement before she will give him another chance. As the two begin to build trust and find stability, shadowy figures from Christian’s past start to circle the couple, determined to destroy their hopes for a future together.	10.25835	/aybgjbFbn6yUbsgUMnUbwc2jcWd.jpg	2017-02-08	Fifty Shades Darker	False	5.9	1400
64	False	Ron Howard	[53]	[Tom Hanks, Felicity Jones, Omar Sy]	207932	After waking up in a hospital with amnesia, professor Robert Langdon and a doctor must race against time to foil a deadly global plot.	10.248549	/oFOG2yIRcluKfTtYbzz71Vj9bgz.jpg	2016-10-13	Inferno	False	5.6	1532
65	False	Tim Burton	[18, 14, 12]	[Eva Green, Asa Butterfield, Samuel L. Jackson]	283366	A teenager finds himself transported to an island where he must help protect a group of orphans with special powers from creatures intent on destroying them.	10.191741	/AvekzUdI8HZnImdQulmTTmAZXrC.jpg	2016-09-28	Miss Peregrine's Home for Peculiar Children	False	6.4	1882
66	False	John Lee Hancock	[18, 36]	[Michael Keaton, Nick Offerman, John Carroll Lynch]	310307	The true story of how Ray Kroc, a salesman from Illinois, met Mac and Dick McDonald, who were running a burger operation in 1950s Southern California. Kroc was impressed by the brothers’ speedy system of making the food and saw franchise potential. He maneuvered himself into a position to be able to pull the company from the brothers and create a billion-dollar empire.	10.128149	/fxvlzT7yyKiZneTDPwk85BSw1JF.jpg	2016-11-24	The Founder	False	7.2	250
67	False	John Hamburg	[35]	[James Franco, Bryan Cranston, Zoey Deutch]	356305	Ned, an overprotective dad, visits his daughter at Stanford where he meets his biggest nightmare: her well-meaning but socially awkward Silicon Valley billionaire boyfriend, Laird. A rivalry develops and Ned's panic level goes through the roof when he finds himself lost in this glamorous high-tech world and learns Laird is about to pop the question.	9.941836	/eezFoKz7bXgdbjeieeCYJFXPKSu.jpg	2016-12-22	Why Him?	False	6.4	503
